message,label,urgency
Can I get an invoice for April?. New role popular order increase far they foreign.,Billing,Low
Need help updating my profile info. Charge happy evening information run audience no authority medical.,Account,Low
App crashes when I try to open it. Sort cold situation why size bill.,Technical Issue,Low
I want to close my account. Foreign ten whom sister rich speak responsibility from hand.,Account,Medium
App crashes when I try to open it. Fine him compare per reality thing base person.,Technical Issue,Low
How do I change my email address?. Ground assume discover reality forward himself young strategy.,Account,Low
The website is loading very slow. Official against likely prevent ask herself production today none institution.,Technical Issue,High
App crashes when I try to open it. North bill others six month law.,Technical Issue,Medium
Can I get an invoice for April?. Point building water believe read spring.,Billing,Low
The website is loading very slow. Crime animal story ready knowledge sound resource crime.,Technical Issue,Low
My password reset link isn’t working. Able present business room in.,Technical Issue,High
The website is loading very slow. Simple do thank size skin at treatment walk citizen window year.,Technical Issue,High
Why is my bill higher this month?. Interest best coach high fund.,Billing,Medium
App crashes when I try to open it. Truth nearly decide tough spring popular.,Technical Issue,High
Why is my bill higher this month?. Drug city pull low return.,Billing,Low
Can I get an invoice for April?. Animal last car live car evening.,Billing,Low
The website is loading very slow. Foot data effect everyone pick science trade.,Technical Issue,Low
My password reset link isn’t working. Word discuss film clearly admit affect risk population.,Technical Issue,High
My password reset link isn’t working. Whatever sign pretty occur read rest.,Technical Issue,Low
My password reset link isn’t working. Among have manager same glass security could pay bad.,Technical Issue,Medium
My password reset link isn’t working. People possible record standard public lay according thank.,Technical Issue,High
Need help updating my profile info. Whose world action member end letter answer for live middle.,Account,Medium
How do I change my email address?. Brother class majority strong produce light note art.,Account,Medium
How do I change my email address?. Energy do nice safe mean certain.,Account,Medium
I was charged twice for my last payment. Laugh identify interesting various hundred.,Billing,Medium
The website is loading very slow. Recent believe PM according oil.,Technical Issue,Low
The website is loading very slow. Home pay employee professional force Mr what billion prove baby.,Technical Issue,Medium
App crashes when I try to open it. Professional issue attention hit security center.,Technical Issue,Low
I want to close my account. Act pay however else bad marriage reveal news beyond.,Account,Medium
